arc_id,point_order,x,y,genre,direction,total
6,20,97.91056636971302,294.44445022201603,Adventure,all,3420
6,21,99.62283004765811,289.6661621649011,Adventure,all,3420
6,22,101.41066874963286,284.9156341484277,Adventure,all,3420
6,23,103.27363265465772,280.1940614074704,Adventure,all,3420
6,24,105.21125304021984,275.5026318917436,Adventure,all,3420
6,25,107.22304240020401,270.842525966914,Adventure,all,3420
6,26,109.30849456754964,266.21491611761917,Adventure,all,3420
6,27,111.46708484160217,261.62096665247014,Adventure,all,3420
6,28,138.51704563770193,274.5940010288011,Adventure,all,3420
6,29,136.56082320184186,278.7572677315924,Adventure,all,3420
6,30,134.6708821751849,282.9510391575158,Adventure,all,3420
6,31,132.84769806769918,287.1742601518927,Adventure,all,3420
6,32,131.09172959328356,291.42586815052,Adventure,all,3420
6,33,129.4034185543548,295.70479344701266,Adventure,all,3420
6,34,127.78318973069014,300.0099594619416,Adventure,all,3420
6,35,126.23145077255248,304.340283013702,Adventure,all,3420
6,36,124.74859209812513,308.69467459104203,Adventure,all,3420
6,37,123.33498679528304,313.0720386271841,Adventure,all,3420
6,38,121.99099052772294,317.4712737754704,Adventure,all,3420
6,39,120.71694144547882,321.891273186462,Adventure,all,3420
6,40,119.51316009984305,326.33092478642254,Adventure,all,3420
6,41,118.37994936271537,330.78911155711666,Adventure,all,3420
6,42,117.31759435040038,335.264711816852,Adventure,all,3420
6,43,116.3263623518722,339.75659950269494,Adventure,all,3420
6,44,115.40650276152428,344.2636444537885,Adventure,all,3420
6,45,114.55824701642166,348.7847126957014,Adventure,all,3420
6,46,113.78180853807157,353.31866672573636,Adventure,all,3420
6,47,113.07738267872611,357.8643657991265,Adventure,all,3420
6,48,112.44514667223189,362.4206662160465,Adventure,all,3420
6,49,111.88525958943774,366.986421609369,Adventure,all,3420
6,50,111.39786229817241,371.56048323309034,Adventure,all,3420
6,51,110.98307742780207,376.14170025135576,Adventure,all,3420
6,52,110.6410093383771,380.7289200280103,Adventure,all,3420
6,53,110.37174409437449,385.32098841660235,Adventure,all,3420
6,54,110.17534944304464,389.9167500507673,Adventure,all,3420
6,55,110.05187479736537,394.5150486349185,Adventure,all,3420
7,0,115.01636216439658,254.4516363335347,Horror,all,3240
7,1,117.23564623371533,250.18571416872356,Horror,all,3240
7,2,119.51878234262716,245.9536221086732,Horror,all,3240
7,3,121.86525492792464,241.75631581737096,Horror,all,3240
7,4,124.27453412416173,237.59474310370393,Horror,all,3240
7,5,126.7460758833048,233.4698437074312,Horror,all,3240
7,6,129.27932209758626,229.3825490869778,Horror,all,3240
7,7,131.87370072553244,225.3337822090984,Horror,all,3240
7,8,134.5286259211391,221.32445734045882,Horror,all,3240
7,9,137.24349816616262,217.3554798411827,Horror,all,3240
7,10,140.01770440549973,213.42774596040846,Horror,all,3240
7,11,142.85061818562377,209.54214263390406,Horror,all,3240
7,12,145.74159979604627,205.69954728378502,Horror,all,3240
7,13,148.68999641377258,201.90082762038008,Horror,all,3240
7,14,151.69514225071768,198.14684144629126,Horror,all,3240
7,15,154.75635870405068,194.43843646268954,Horror,all,3240
7,16,157.87295450943213,190.77645007789283,Horror,all,3240
7,17,161.0442258971115,187.16170921826748,Horror,all,3240
7,18,164.26945675084738,183.5950301414975,Horror,all,3240
7,19,167.54791876961656,180.07721825226196,Horror,all,3240
7,20,170.8788716320742,176.60906792036417,Horror,all,3240
7,21,174.26156316372882,173.19136230135146,Horror,all,3240
7,22,177.695229506793,169.8248731596688,Horror,all,3240
7,23,181.1790952926731,166.51036069438334,Horror,all,3240
7,24,184.71237381705828,163.24857336752132,Horror,all,3240
7,25,188.29426721756843,160.0402477350552,Horror,all,3240
7,26,191.92396665392346,156.88610828057887,Horror,all,3240
7,27,195.60065249058874,153.7868672517103,Horror,all,3240
7,28,214.76309131959604,176.86934844686246,Horror,all,3240
7,29,211.43109478011812,179.6780356292746,Horror,all,3240
7,30,208.14167966592137,182.53647450989376,Horror,all,3240
7,31,204.89558877170904,185.4440196143162,Horror,all,3240
7,32,201.693555108985,188.4000143792849,Horror,all,3240
7,33,198.53630174053114,191.40379130094988,Horror,all,3240
7,34,195.42454161712925,194.45467208559978,Horror,all,3240
7,35,192.35897741656734,197.55196780282995,Horror,all,3240
7,36,189.340301384965,200.6949790411124,Horror,all,3240
7,37,186.36919518045545,203.8829960657321,Horror,all,3240
7,38,183.44632971925728,207.1152989790549,Horror,all,3240
7,39,180.57236502417285,210.3911578830904,Horror,all,3240
7,40,177.74795007554593,213.70983304431238,Horror,all,3240
7,41,174.9737226647129,217.07057506070146,Horror,all,3240
7,42,172.2503092499814,220.47262503096945,Horror,all,3240
