imdb_id,title_ieee,year_ieee,imdb_rating,num_raters,num_reviews,runtime_min,mpaa,genres_ieee,genres_list,primary_genre,num_genres,release_date_parsed,id,title_tmdb,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,popularity,genres_tmdb,production_companies,production_countries,year_tmdb,countries_list,primary_country,num_countries,tmdb_genres_list,tmdb_primary_genre,primary_company
tt0304141,Harry Potter and the Prisoner of Azkaban,2004,7.9,528503,1592,142,PG,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2004-06-04,673,Harry Potter and the Prisoner of Azkaban,8.02,20038,Released,2004-05-31,789804554,141,130000000,en,124.386,"Adventure, Fantasy","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited","United Kingdom, United States of America",2004.0,"['United Kingdom', 'United States of America']",United Kingdom,2,"['Adventure', 'Fantasy']",Adventure,Warner Bros. Pictures
tt0330373,Harry Potter and the Goblet of Fire,2005,7.7,526115,1980,157,PG-13,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2005-11-18,674,Harry Potter and the Goblet of Fire,7.816,19287,Released,2005-11-16,895921036,157,150000000,en,134.276,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited","United Kingdom, United States of America",2005.0,"['United Kingdom', 'United States of America']",United Kingdom,2,"['Adventure', 'Fantasy']",Adventure,Warner Bros. Pictures
tt0120363,Toy Story 2,1999,7.9,511239,611,92,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1999-11-24,863,Toy Story 2,7.589,12904,Released,1999-10-30,497366869,92,90000000,en,73.516,"Animation, Comedy, Family",Pixar,United States of America,1999.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family']",Animation,Pixar
tt1323594,Despicable Me,2010,7.6,488575,359,95,PG,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2010-07-09,20352,Despicable Me,7.227,14147,Released,2010-07-08,533679475,95,69000000,en,47.416,"Family, Animation, Comedy","Illumination, Universal Pictures",United States of America,2010.0,['United States of America'],United States of America,1,"['Family', 'Animation', 'Comedy']",Family,Illumination
tt0268380,Ice Age,2002,7.5,428802,491,81,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2002-03-15,425,Ice Age,7.348,12296,Released,2002-03-10,383257136,81,59000000,en,70.773,"Animation, Comedy, Family, Adventure","20th Century Fox Animation, 20th Century Fox, Blue Sky Studios",United States of America,2002.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family', 'Adventure']",Animation,20th Century Fox Animation
tt2948356,Zootopia,2016,8.0,417226,710,108,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-03-04,269149,Zootopia,7.748,15230,Released,2016-02-11,1023784195,109,150000000,en,98.11,"Animation, Adventure, Family, Comedy","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,2016.0,['United States of America'],United States of America,1,"['Animation', 'Adventure', 'Family', 'Comedy']",Animation,Walt Disney Animation Studios
tt0101414,Beauty and the Beast,1991,8.0,408618,433,84,G,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1991-11-22,10020,Beauty and the Beast,7.734,9256,Released,1991-10-22,424967620,84,25000000,en,72.077,"Romance, Family, Animation, Fantasy","Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",United States of America,1991.0,['United States of America'],United States of America,1,"['Romance', 'Family', 'Animation', 'Fantasy']",Romance,Walt Disney Pictures
tt0298148,Shrek 2,2004,7.2,407523,542,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2004-05-19,809,Shrek 2,7.249,11323,Released,2004-05-19,928760770,93,150000000,en,82.153,"Animation, Family, Comedy, Fantasy, Adventure","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",United States of America,2004.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",Animation,DreamWorks Pictures
tt0441773,Kung Fu Panda,2008,7.5,406720,425,92,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2008-06-06,9502,Kung Fu Panda,7.24,10503,Released,2008-06-04,631744560,90,130000000,en,52.866,"Action, Adventure, Animation, Family, Comedy","DreamWorks Animation, Paramount",United States of America,2008.0,['United States of America'],United States of America,1,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",Action,DreamWorks Animation
tt2245084,Big Hero 6,2014,7.8,398088,557,102,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2014-11-07,177572,Big Hero 6,7.738,14732,Released,2014-10-24,657827828,102,165000000,en,98.41,"Adventure, Family, Animation, Action, Comedy","Walt Disney Pictures, Walt Disney Animation Studios",United States of America,2014.0,['United States of America'],United States of America,1,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Adventure,Walt Disney Pictures
tt0398286,Tangled,2010,7.7,393285,489,100,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2010-11-24,38757,Tangled,7.599,10539,Released,2010-11-24,592461732,100,260000000,en,84.14,"Animation, Family","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,2010.0,['United States of America'],United States of America,1,"['Animation', 'Family']",Animation,Walt Disney Animation Studios
tt1772341,Wreck-It Ralph,2012,7.7,369053,443,101,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-11-02,82690,Wreck-It Ralph,7.3,11546,Released,2012-11-01,471222889,101,165000000,en,46.617,"Family, Animation, Comedy, Adventure","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,2012.0,['United States of America'],United States of America,1,"['Family', 'Animation', 'Comedy', 'Adventure']",Family,Walt Disney Animation Studios
tt1217209,Brave,2012,7.1,361913,515,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-06-22,62177,Brave,7.012,12591,Released,2012-06-21,538983207,93,185000000,en,58.647,"Animation, Adventure, Comedy, Family, Action, Fantasy","Walt Disney Pictures, Pixar",United States of America,2012.0,['United States of America'],United States of America,1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",Animation,Walt Disney Pictures
tt1690953,Despicable Me 2,2013,7.3,361388,321,98,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2013-07-03,93456,Despicable Me 2,6.916,10523,Released,2013-06-26,970761885,98,76000000,en,46.283,"Animation, Comedy, Family","Illumination, Universal Pictures",United States of America,2013.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family']",Animation,Illumination
tt0103639,Aladdin,1992,8.0,360969,330,90,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1992-11-25,812,Aladdin,7.645,10547,Released,1992-11-25,504050219,95,28000000,en,52.027,"Animation, Family, Adventure, Fantasy, Romance","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,1992.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",Animation,Walt Disney Pictures
tt0351283,Madagascar,2005,6.9,355365,420,86,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2005-05-27,953,Madagascar,6.892,10103,Released,2005-05-25,542063846,86,75000000,en,54.83,"Family, Animation, Adventure, Comedy","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",United States of America,2005.0,['United States of America'],United States of America,1,"['Family', 'Animation', 'Adventure', 'Comedy']",Family,DreamWorks Pictures
tt0317219,Cars,2006,7.1,354991,663,117,G,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2006-06-09,920,Cars,6.936,12906,Released,2006-06-08,461983149,117,120000000,en,47.447,"Animation, Adventure, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,2006.0,['United States of America'],United States of America,1,"['Animation', 'Adventure', 'Comedy', 'Family']",Animation,Pixar
tt2380307,Coco,2017,8.4,345200,1087,105,PG,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,2017-11-22,354912,Coco,8.222,17742,Released,2017-10-27,800526015,105,175000000,en,166.578,"Family, Animation, Fantasy, Music, Comedy, Adventure","Pixar, Walt Disney Pictures",United States of America,2017.0,['United States of America'],United States of America,1,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']",Family,Pixar
tt0119698,Princess Mononoke,1997,8.4,326489,702,134,PG-13,Animation; Adventure; Fantasy; ,"['Animation', 'Adventure', 'Fantasy']",Animation,3,1997-12-19,128,Princess Mononoke,8.338,7228,Released,1997-07-12,169000000,134,23500000,ja,54.696,"Adventure, Fantasy, Animation","Studio Ghibli, Nibariki, dentsu Music And Entertainment, TNDG, Tokuma Shoten, Nippon Television Network Corporation, dentsu",Japan,1997.0,['Japan'],Japan,1,"['Adventure', 'Fantasy', 'Animation']",Adventure,Studio Ghibli
tt4633694,Spider-Man: Into the Spider-Verse,2018,8.4,326477,1810,117,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2018-12-14,324857,Spider-Man: Into the Spider-Verse,8.404,14024,Released,2018-12-06,375464627,117,90000000,en,80.675,"Action, Adventure, Animation, Science Fiction","Columbia Pictures, Lord Miller, Pascal Pictures, Sony Pictures Animation, Arad Productions",United States of America,2018.0,['United States of America'],United States of America,1,"['Action', 'Adventure', 'Animation', 'Science Fiction']",Action,Columbia Pictures
tt1490017,The Lego Movie,2014,7.7,317860,554,100,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2014-02-07,137106,The Lego Movie,7.418,7233,Released,2014-02-06,469160692,100,60000000,en,30.267,"Animation, Family, Adventure, Comedy, Fantasy","Village Roadshow Pictures, RatPac Entertainment, LEGO, Lin Pictures, Vertigo Entertainment, Warner Bros. Pictures Animation, Animal Logic","Australia, Denmark, United States of America",2014.0,"['Australia', 'Denmark', 'United States of America']",Australia,3,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Animation,Village Roadshow Pictures
tt0347149,Howl's Moving Castle,2004,8.2,313971,435,119,PG,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,2005-06-17,4935,Howl's Moving Castle,8.402,8720,Released,2004-09-09,236049757,119,24000000,ja,79.888,"Fantasy, Animation, Adventure","Studio Ghibli, dentsu Music And Entertainment, Mitsubishi, Nippon Television Network Corporation, TFC, Tokuma Shoten, d-rights",Japan,2004.0,['Japan'],Japan,1,"['Fantasy', 'Animation', 'Adventure']",Fantasy,Studio Ghibli
tt1453405,Monsters University,2013,7.3,311892,331,104,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2013-06-21,62211,Monsters University,7.0,9903,Released,2013-06-19,743559607,104,200000000,en,44.116,"Animation, Family","Pixar, Walt Disney Pictures",United States of America,2013.0,['United States of America'],United States of America,1,"['Animation', 'Family']",Animation,Pixar
tt0462538,The Simpsons Movie,2007,7.3,303713,849,87,PG-13,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2007-07-27,35,The Simpsons Movie,6.999,7430,Released,2007-07-25,527068851,87,75000000,en,59.717,"Animation, Comedy, Family","Gracie Films, 20th Century Fox",United States of America,2007.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family']",Animation,Gracie Films
tt1646971,How to Train Your Dragon 2,2014,7.8,296544,404,102,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2014-06-13,82702,How to Train Your Dragon 2,7.673,8929,Released,2014-06-05,621537519,102,145000000,en,42.798,"Fantasy, Action, Adventure, Animation, Comedy, Family","DreamWorks Animation, Mad Hatter Entertainment, Vertigo Entertainment, 20th Century Fox",United States of America,2014.0,['United States of America'],United States of America,1,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Fantasy,DreamWorks Animation
tt0107688,The Nightmare Before Christmas,1993,8.0,283685,522,76,PG,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1993-10-29,9479,The Nightmare Before Christmas,7.841,8484,Released,1993-10-09,75634409,76,24000000,en,106.816,"Fantasy, Animation, Family","Tim Burton Productions, Skellington Productions Inc., Touchstone Pictures, Walt Disney Pictures",United States of America,1993.0,['United States of America'],United States of America,1,"['Fantasy', 'Animation', 'Family']",Fantasy,Tim Burton Productions
tt0096283,My Neighbor Totoro,1988,8.2,273795,464,86,G,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1990-07-13,8392,My Neighbor Totoro,8.073,7124,Released,1988-04-16,41000000,86,3700000,ja,46.44,"Fantasy, Animation, Family","Studio Ghibli, Nibariki, Tokuma Shoten",Japan,1988.0,['Japan'],Japan,1,"['Fantasy', 'Animation', 'Family']",Fantasy,Studio Ghibli
tt0413267,Shrek the Third,2007,6.1,272620,360,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2007-05-18,810,Shrek the Third,6.287,8318,Released,2007-05-17,813367380,93,160000000,en,60.817,"Fantasy, Adventure, Animation, Comedy, Family","DreamWorks Animation, Pacific Data Images, Paramount",United States of America,2007.0,['United States of America'],United States of America,1,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",Fantasy,DreamWorks Animation
tt0120623,A Bug's Life,1998,7.2,259956,368,95,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1998-11-25,9487,A Bug's Life,6.969,8541,Released,1998-11-25,363258859,95,120000000,en,58.168,"Adventure, Animation, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,1998.0,['United States of America'],United States of America,1,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Pixar
tt3521164,Moana,2016,7.6,256243,521,107,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-11-23,277834,Moana,7.6,11502,Released,2016-10-13,690860472,107,150000000,en,17.963,"Adventure, Comedy, Family, Animation","Walt Disney Pictures, Walt Disney Animation Studios, Hurwitz Creative",United States of America,2016.0,['United States of America'],United States of America,1,"['Adventure', 'Comedy', 'Family', 'Animation']",Adventure,Walt Disney Pictures
tt0438097,Ice Age: The Meltdown,2006,6.8,249504,267,91,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2006-03-31,950,Ice Age: The Meltdown,6.688,9085,Released,2006-03-29,660998756,91,80000000,en,54.381,"Animation, Family, Comedy, Adventure","20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",United States of America,2006.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Comedy', 'Adventure']",Animation,20th Century Fox Animation
tt1302011,Kung Fu Panda 2,2011,7.2,245225,243,90,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2011-05-26,49444,Kung Fu Panda 2,6.968,6365,Released,2011-05-25,665692281,91,150000000,en,52.793,"Animation, Family","DreamWorks Animation, Paramount",United States of America,2011.0,['United States of America'],United States of America,1,"['Animation', 'Family']",Animation,DreamWorks Animation
tt0120762,Mulan,1998,7.6,242128,312,88,G,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,1998-06-19,10674,Mulan,7.915,8920,Released,1998-06-18,304320254,88,90000000,en,73.011,"Animation, Family, Adventure","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,1998.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Adventure']",Animation,Walt Disney Pictures
tt3606756,Incredibles 2,2018,7.6,236249,1067,118,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2018-06-15,260513,Incredibles 2,7.481,12061,Released,2018-06-14,1242805359,118,200000000,en,49.215,"Action, Adventure, Animation, Family","Walt Disney Pictures, Pixar",United States of America,2018.0,['United States of America'],United States of America,1,"['Action', 'Adventure', 'Animation', 'Family']",Action,Walt Disney Pictures
tt0121164,Corpse Bride,2005,7.3,235900,521,77,PG,Animation; Drama; ,"['Animation', 'Drama']",Animation,2,2005-09-23,3933,Corpse Bride,7.527,8216,Released,2005-09-12,118133252,77,40000000,en,77.94,"Romance, Fantasy, Animation","Tim Burton Productions, Laika Entertainment, Patalex Productions, Warner Bros. Pictures, Will Vinton Studios, Tim Burton Animation Company",United States of America,2005.0,['United States of America'],United States of America,1,"['Romance', 'Fantasy', 'Animation']",Romance,Tim Burton Productions
tt2277860,Finding Dory,2016,7.3,231496,427,97,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-06-17,127380,Finding Dory,7.042,11429,Released,2016-06-16,1028570889,97,200000000,en,26.562,"Adventure, Animation, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,2016.0,['United States of America'],United States of America,1,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Pixar
tt0097757,The Little Mermaid,1989,7.6,229928,279,83,G,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1989-11-17,10144,The Little Mermaid,7.355,7316,Released,1989-11-17,211343479,83,40000000,en,79.593,"Animation, Family, Fantasy","Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",United States of America,1989.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Fantasy']",Animation,Walt Disney Pictures
tt1192628,Rango,2011,7.2,229568,400,107,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2011-03-04,44896,Rango,6.825,5969,Released,2011-03-02,245724603,107,135000000,en,69.598,"Animation, Comedy, Family, Western, Adventure","Paramount, Nickelodeon Movies, GK Films, Blind Wink, Industrial Light & Magic",United States of America,2011.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",Animation,Paramount
tt0095327,Grave of the Fireflies,1988,8.5,221955,707,89,Not Rated,Animation; Drama; War; ,"['Animation', 'Drama', 'War']",Animation,3,1989-07-26,12477,Grave of the Fireflies,8.455,4861,Released,1988-04-16,516962,89,3700000,ja,0.6,"Animation, Drama, War",Studio Ghibli,Japan,1988.0,['Japan'],Japan,1,"['Animation', 'Drama', 'War']",Animation,Studio Ghibli
tt1001526,Megamind,2010,7.2,221204,255,95,PG,Animation; Action; Comedy; ,"['Animation', 'Action', 'Comedy']",Animation,3,2010-11-05,38055,Megamind,6.963,6290,Released,2010-10-28,321885765,96,130000000,en,41.692,"Animation, Action, Comedy, Family, Science Fiction","DreamWorks Animation, Paramount, Pacific Data Images",United States of America,2010.0,['United States of America'],United States of America,1,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",Animation,DreamWorks Animation
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,6.9,217346,148,94,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-07-01,8355,Ice Age: Dawn of the Dinosaurs,6.737,7680,Released,2009-06-26,886686817,94,90000000,en,57.649,"Animation, Comedy, Family, Adventure","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America,2009.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family', 'Adventure']",Animation,Blue Sky Studios
tt0837562,Hotel Transylvania,2012,7.1,217079,225,91,PG,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2012-09-28,76492,Hotel Transylvania,7.0,8037,Released,2012-09-20,358375603,91,85000000,en,50.394,"Animation, Comedy, Family, Fantasy","Columbia Pictures, Sony Pictures Animation",United States of America,2012.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family', 'Fantasy']",Animation,Columbia Pictures
tt0983193,The Adventures of Tintin,2011,7.3,212112,497,107,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2011-12-21,17578,The Adventures of Tintin,6.885,5024,Released,2011-10-24,373993951,107,130000000,en,33.653,"Adventure, Animation, Mystery","Paramount, Columbia Pictures, WingNut Films, Amblin Entertainment, Nickelodeon Movies, Hemisphere Media Capital, The Kennedy/Marshall Company, DreamWorks Pictures","New Zealand, United States of America",2011.0,"['New Zealand', 'United States of America']",New Zealand,2,"['Adventure', 'Animation', 'Mystery']",Adventure,Paramount
tt2293640,Minions,2015,6.4,206432,352,91,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2015-07-10,211672,Minions,6.395,9969,Released,2015-06-17,1156730962,91,74000000,en,26.414,"Family, Animation, Adventure, Comedy","Illumination, Universal Pictures",United States of America,2015.0,['United States of America'],United States of America,1,"['Family', 'Animation', 'Adventure', 'Comedy']",Family,Illumination
tt1436562,Rio,2011,6.9,201298,212,96,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2011-04-15,46195,Rio,6.719,6195,Released,2011-04-03,484635760,96,90000000,en,43.578,"Animation, Adventure, Comedy, Family","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America,2011.0,['United States of America'],United States of America,1,"['Animation', 'Adventure', 'Comedy', 'Family']",Animation,Blue Sky Studios
tt0844471,Cloudy with a Chance of Meatballs,2009,6.9,198668,183,90,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-09-18,22794,Cloudy with a Chance of Meatballs,6.6,5461,Released,2009-09-17,242988466,90,100000000,en,33.074,"Animation, Comedy, Family","Sony Pictures Animation, Columbia Pictures",United States of America,2009.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Family']",Animation,Sony Pictures Animation
tt0119282,Hercules,1997,7.3,198490,218,93,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1997-06-27,11970,Hercules,7.501,6823,Released,1997-06-20,252712101,93,85000000,en,57.069,"Animation, Family, Fantasy, Adventure, Comedy, Romance","Walt Disney Pictures, Walt Disney Feature Animation",United States of America,1997.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",Animation,Walt Disney Pictures
tt0479952,Madagascar: Escape 2 Africa,2008,6.6,198485,144,89,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2008-11-07,10527,Madagascar: Escape 2 Africa,6.488,6371,Released,2008-10-30,603900354,89,150000000,en,61.944,"Family, Adventure, Animation, Comedy","DreamWorks Animation, Pacific Data Images, Paramount",United States of America,2008.0,['United States of America'],United States of America,1,"['Family', 'Adventure', 'Animation', 'Comedy']",Family,DreamWorks Animation
tt0120855,Tarzan,1999,7.3,196820,296,88,G,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,1999-06-18,37135,Tarzan,7.402,6238,Released,1999-06-18,448191819,88,130000000,en,72.359,"Family, Adventure, Animation, Drama","Walt Disney Pictures, Edgar Rice Burroughs Inc., Walt Disney Feature Animation",United States of America,1999.0,['United States of America'],United States of America,1,"['Family', 'Adventure', 'Animation', 'Drama']",Family,Walt Disney Pictures
tt6105098,The Lion King,2019,6.9,195404,2871,118,PG,Animation; Adventure; Drama; ,"['Animation', 'Adventure', 'Drama']",Animation,3,2019-07-19,420818,The Lion King,7.1,9325,Released,2019-07-12,1663075401,118,260000000,en,63.351,"Adventure, Drama, Family","Walt Disney Pictures, Fairview Entertainment",United States of America,2019.0,['United States of America'],United States of America,1,"['Adventure', 'Drama', 'Family']",Adventure,Walt Disney Pictures
tt0432283,Fantastic Mr. Fox,2009,7.9,191094,323,87,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-11-25,10315,Fantastic Mr. Fox,7.782,4798,Released,2009-10-23,46471023,87,40000000,en,32.693,"Adventure, Animation, Comedy, Family","Regency Enterprises, Indian Paintbrush, American Empirical Pictures",United States of America,2009.0,['United States of America'],United States of America,1,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Regency Enterprises
tt0327597,Coraline,2009,7.7,189260,375,100,PG,Animation; Drama; ,"['Animation', 'Drama']",Animation,2,2009-02-06,14836,Coraline,7.854,6950,Released,2009-02-05,124600000,100,60000000,en,105.931,"Animation, Family, Fantasy","Focus Features, Laika Entertainment, Pandemonium",United States of America,2009.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Fantasy']",Animation,Focus Features
tt0158983,"South Park: Bigger, Longer & Uncut",1999,7.7,189125,957,81,R,Animation; Comedy; Fantasy; ,"['Animation', 'Comedy', 'Fantasy']",Animation,3,1999-06-30,9473,"South Park: Bigger, Longer & Uncut",7.252,2459,Released,1999-06-30,83137603,81,21000000,en,22.369,"Animation, Comedy","Comedy Central Films, Comedy Central, Paramount, Scott Rudin Productions, Warner Bros. Pictures, South Park Studios",United States of America,1999.0,['United States of America'],United States of America,1,"['Animation', 'Comedy']",Animation,Comedy Central Films
tt1667889,Ice Age: Continental Drift,2012,6.6,186465,152,88,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-07-13,57800,Ice Age: Continental Drift,6.36,7038,Released,2012-06-27,877244782,88,95000000,en,53.054,"Animation, Comedy, Adventure, Family","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",United States of America,2012.0,['United States of America'],United States of America,1,"['Animation', 'Comedy', 'Adventure', 'Family']",Animation,Blue Sky Studios
tt0481499,The Croods,2013,7.2,185579,234,98,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2013-03-22,49519,The Croods,6.913,6607,Released,2013-03-15,587204668,98,135000000,en,38.079,"Animation, Adventure, Family, Fantasy, Comedy, Action","DreamWorks Animation, 20th Century Fox",United States of America,2013.0,['United States of America'],United States of America,1,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']",Animation,DreamWorks Animation
tt0397892,Bolt,2008,6.8,184675,214,96,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2008-11-21,13053,Bolt,6.5,5582,Released,2008-11-21,309979994,98,150000000,en,40.236,"Animation, Family, Adventure, Comedy","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,2008.0,['United States of America'],United States of America,1,"['Animation', 'Family', 'Adventure', 'Comedy']",Animation,Walt Disney Animation Studios
tt1979376,Toy Story 4,2019,7.8,184363,1271,100,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2019-06-21,301528,Toy Story 4,7.5,9093,Released,2019-06-19,1073394593,100,175000000,en,61.083,"Family, Adventure, Animation, Comedy, Fantasy","Walt Disney Pictures, Pixar",United States of America,2019.0,['United States of America'],United States of America,1,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",Family,Walt Disney Pictures
tt0892791,Shrek Forever After,2010,6.3,179074,210,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2010-05-21,10192,Shrek Forever After,6.351,6751,Released,2010-05-16,752600867,93,165000000,en,65.35,"Comedy, Adventure, Fantasy, Animation, Family","DreamWorks Animation, Paramount",United States of America,2010.0,['United States of America'],United States of America,1,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",Comedy,DreamWorks Animation
tt2709768,The Secret Life of Pets,2016,6.5,178058,333,87,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-07-08,328111,The Secret Life of Pets,6.266,7664,Released,2016-06-18,875457937,86,75000000,en,13.019,"Adventure, Comedy, Animation, Family","Illumination, Universal Pictures",United States of America,2016.0,['United States of America'],United States of America,1,"['Adventure', 'Comedy', 'Animation', 'Family']",Adventure,Illumination
