imdb_id,title,year,imdb_rating,num_raters,num_reviews,runtime_min,mpaa,genres,genres_list,primary_genre,num_genres,release_date_parsed
tt1270798,X-Men: First Class,2011,7.7,634147,767,131,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2011-06-03
tt1136608,District 9,2009,7.9,627696,1375,112,R,Action; Sci-Fi; Thriller; ,"['Action', 'Sci-Fi', 'Thriller']",Action,3,2009-08-14
tt0121765,Star Wars: Episode II - Attack of the Clones,2002,6.5,621911,3652,142,PG,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2002-05-16
tt3315342,Logan,2017,8.1,621174,1559,137,R,Action; Drama; Sci-Fi; ,"['Action', 'Drama', 'Sci-Fi']",Action,3,2017-03-03
tt1074638,Skyfall,2012,7.7,617644,1587,143,PG-13,Action; Adventure; Thriller; ,"['Action', 'Adventure', 'Thriller']",Action,3,2012-11-09
tt2975590,Batman v Superman: Dawn of Justice,2016,6.4,608225,3696,151,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2016-03-25
tt1951264,The Hunger Games: Catching Fire,2013,7.5,600099,720,146,PG-13,Action; Adventure; Mystery; ,"['Action', 'Adventure', 'Mystery']",Action,3,2013-11-22
tt0440963,The Bourne Ultimatum,2007,8.0,595431,882,115,PG-13,Action; Mystery; Thriller; ,"['Action', 'Mystery', 'Thriller']",Action,3,2007-08-03
tt1825683,Black Panther,2018,7.3,587388,3190,134,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2018-02-16
tt0418279,Transformers,2007,7.0,586895,1869,144,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2007-07-03
tt0816711,World War Z,2013,7.0,586801,1125,116,PG-13,Action; Adventure; Horror; ,"['Action', 'Adventure', 'Horror']",Action,3,2013-06-21
tt0449088,Pirates of the Caribbean: At World's End,2007,7.1,582275,1290,169,PG-13,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2007-05-25
tt1386697,Suicide Squad,2016,6.0,581986,2253,123,PG-13,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2016-08-05
tt1631867,Edge of Tomorrow,2014,7.9,581938,967,113,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2014-06-06
tt1981115,Thor: The Dark World,2013,6.9,578425,695,112,PG-13,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2013-11-08
tt2802144,Kingsman: The Secret Service,2014,7.7,575952,935,129,R,Action; Adventure; Comedy; ,"['Action', 'Adventure', 'Comedy']",Action,3,2015-02-13
tt1211837,Doctor Strange,2016,7.5,573177,945,115,PG-13,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2016-11-04
tt0988045,Sherlock Holmes,2009,7.6,571401,693,128,PG-13,Action; Adventure; Mystery; ,"['Action', 'Adventure', 'Mystery']",Action,3,2009-12-25
tt0796366,Star Trek,2009,7.9,570077,1650,127,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2009-05-08
tt0381061,Casino Royale,2006,8.0,566966,2401,144,PG-13,Action; Adventure; Thriller; ,"['Action', 'Adventure', 'Thriller']",Action,3,2006-11-17
tt0369610,Jurassic World,2015,7.0,566272,1531,124,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2015-06-12
tt0120903,X-Men,2000,7.4,559246,1447,104,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2000-07-14
tt3501632,Thor: Ragnarok,2017,7.9,557591,1576,130,PG-13,Action; Adventure; Comedy; ,"['Action', 'Adventure', 'Comedy']",Action,3,2017-11-03
tt0936501,Taken,2008,7.8,555820,1056,90,PG-13,Action; Thriller; ,"['Action', 'Thriller']",Action,2,2009-01-30
tt0478970,Ant-Man,2015,7.3,549076,718,117,PG-13,Action; Adventure; Comedy; ,"['Action', 'Adventure', 'Comedy']",Action,3,2015-07-17
tt0948470,The Amazing Spider-Man,2012,6.9,547661,1342,136,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2012-07-03
tt3896198,Guardians of the Galaxy Vol. 2,2017,7.6,544357,1044,136,PG-13,Action; Adventure; Comedy; ,"['Action', 'Adventure', 'Comedy']",Action,3,2017-05-05
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,7.0,543307,6691,152,PG-13,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2017-12-15
tt3748528,Rogue One: A Star Wars Story,2016,7.8,534483,1763,133,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2016-12-16
tt0451279,Wonder Woman,2017,7.4,531221,2179,141,PG-13,Action; Adventure; Fantasy; ,"['Action', 'Adventure', 'Fantasy']",Action,3,2017-06-02
tt0316654,Spider-Man 2,2004,7.3,529344,1450,127,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2004-06-30
tt1276104,Looper,2012,7.4,523452,761,113,R,Action; Drama; Sci-Fi; ,"['Action', 'Drama', 'Sci-Fi']",Action,3,2012-09-28
tt5013056,Dunkirk,2017,7.9,523089,2359,106,PG-13,Action; Drama; History; ,"['Action', 'Drama', 'History']",Action,3,2017-07-21
tt0120735,"Lock, Stock and Two Smoking Barrels",1998,8.2,521026,582,107,R,Action; Comedy; Crime; ,"['Action', 'Comedy', 'Crime']",Action,3,1998-08-28
tt0116629,Independence Day,1996,7.0,516789,939,145,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,1996-07-03
tt1250777,Kick-Ass,2010,7.6,515786,844,117,R,Action; Comedy; Crime; ,"['Action', 'Comedy', 'Crime']",Action,3,2010-04-16
tt2911666,John Wick,2014,7.4,514550,1157,101,R,Action; Crime; Thriller; ,"['Action', 'Crime', 'Thriller']",Action,3,2014-10-24
tt0119654,Men in Black,1997,7.3,504013,344,98,PG-13,Action; Adventure; Comedy; ,"['Action', 'Adventure', 'Comedy']",Action,3,1997-07-02
tt0234215,The Matrix Reloaded,2003,7.2,503184,2781,138,R,Action; Sci-Fi; ,"['Action', 'Sci-Fi']",Action,2,2003-05-15
tt0290334,X2: X-Men United,2003,7.4,501725,1105,134,PG-13,Action; Sci-Fi; Thriller; ,"['Action', 'Sci-Fi', 'Thriller']",Action,3,2003-05-02
tt1232829,21 Jump Street,2012,7.2,499602,401,109,R,Action; Comedy; Crime; ,"['Action', 'Comedy', 'Crime']",Action,3,2012-03-16
tt0364569,Oldboy,2003,8.4,496687,1000,101,R,Action; Drama; Mystery; ,"['Action', 'Drama', 'Mystery']",Action,3,2003-11-21
tt0258463,The Bourne Identity,2002,7.9,496180,912,119,PG-13,Action; Mystery; Thriller; ,"['Action', 'Mystery', 'Thriller']",Action,3,2002-06-14
tt0181689,Minority Report,2002,7.6,495543,1381,145,PG-13,Action; Crime; Mystery; ,"['Action', 'Crime', 'Mystery']",Action,3,2002-06-21
tt0373889,Harry Potter and the Order of the Phoenix,2007,7.5,489759,1189,138,PG-13,Action; Adventure; ,"['Action', 'Adventure']",Action,2,2007-07-11
tt2250912,Spider-Man: Homecoming,2017,7.4,488794,1356,133,PG-13,Action; Adventure; Sci-Fi; ,"['Action', 'Adventure', 'Sci-Fi']",Action,3,2017-07-07
tt1318514,Rise of the Planet of the Apes,2011,7.6,488748,706,105,PG-13,Action; Drama; Sci-Fi; ,"['Action', 'Drama', 'Sci-Fi']",Action,3,2011-08-05
tt0343818,"I, Robot",2004,7.1,488324,839,115,PG-13,Action; Drama; Sci-Fi; ,"['Action', 'Drama', 'Sci-Fi']",Action,3,2004-07-16
tt0409459,Watchmen,2009,7.6,487717,1398,162,R,Action; Drama; Mystery; ,"['Action', 'Drama', 'Mystery']",Action,3,2009-03-06
tt0167260,The Lord of the Rings: The Return of the King,2003,8.9,1593859,3681,201,PG-13,Adventure; Drama; Fantasy; ,"['Adventure', 'Drama', 'Fantasy']",Adventure,3,2003-12-17
tt0167261,The Lord of the Rings: The Two Towers,2002,8.7,1440188,2559,179,PG-13,Adventure; Drama; Fantasy; ,"['Adventure', 'Drama', 'Fantasy']",Adventure,3,2002-12-18
tt0816692,Interstellar,2014,8.6,1430797,3977,169,PG-13,Adventure; Drama; Sci-Fi; ,"['Adventure', 'Drama', 'Sci-Fi']",Adventure,3,2014-11-07
tt0361748,Inglourious Basterds,2009,8.3,1219372,1856,153,R,Adventure; Drama; War; ,"['Adventure', 'Drama', 'War']",Adventure,3,2009-08-21
tt0088763,Back to the Future,1985,8.5,1015004,1176,116,PG,Adventure; Comedy; Sci-Fi; ,"['Adventure', 'Comedy', 'Sci-Fi']",Adventure,3,1985-07-03
tt0910970,WALL·E,2008,8.4,967917,1268,98,G,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,2008-06-27
tt0266543,Finding Nemo,2003,8.1,922080,968,100,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2003-05-30
tt0110357,The Lion King,1994,8.5,910179,1009,88,G,Animation; Adventure; Drama; ,"['Animation', 'Adventure', 'Drama']",Animation,3,1994-06-24
tt1049413,Up,2009,8.2,905044,891,96,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-05-29
tt0114709,Toy Story,1995,8.3,858215,606,81,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1995-11-22
tt0198781,"Monsters, Inc.",2001,8.0,789773,680,92,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2001-11-02
tt0903624,The Hobbit: An Unexpected Journey,2012,7.8,743338,1430,169,PG-13,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2012-12-14
tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,737642,953,130,PG-13,Adventure; Drama; Fantasy; ,"['Adventure', 'Drama', 'Fantasy']",Adventure,3,2011-07-15
tt0435761,Toy Story 3,2010,8.3,734948,884,103,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2010-06-18
tt3659388,The Martian,2015,8.0,734923,1312,144,PG-13,Adventure; Drama; Sci-Fi; ,"['Adventure', 'Drama', 'Sci-Fi']",Adventure,3,2015-10-02
tt2278388,The Grand Budapest Hotel,2014,8.1,681915,865,99,R,Adventure; Comedy; Crime; ,"['Adventure', 'Comedy', 'Crime']",Adventure,3,2014-03-28
tt0382932,Ratatouille,2007,8.0,620375,741,111,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2007-06-29
tt0241527,Harry Potter and the Sorcerer's Stone,2001,7.6,618786,1737,152,PG,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2001-11-16
tt0245429,Spirited Away,2001,8.6,618550,1287,125,PG,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,2003-03-28
tt0126029,Shrek,2001,7.8,596499,1062,90,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2001-05-18
tt1170358,The Hobbit: The Desolation of Smaug,2013,7.8,588294,985,161,PG-13,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2013-12-13
tt2096673,Inside Out,2015,8.1,586923,1027,95,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2015-06-19
tt0454876,Life of Pi,2012,7.9,567025,914,127,PG,Adventure; Drama; Fantasy; ,"['Adventure', 'Drama', 'Fantasy']",Adventure,3,2012-11-21
tt1446714,Prometheus,2012,7.0,557986,2543,124,R,Adventure; Mystery; Sci-Fi; ,"['Adventure', 'Mystery', 'Sci-Fi']",Adventure,3,2012-06-08
tt2294629,Frozen,2013,7.4,557241,1109,102,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2013-11-27
tt0758758,Into the Wild,2007,8.1,556447,939,148,R,Adventure; Biography; Drama; ,"['Adventure', 'Biography', 'Drama']",Adventure,3,2007-10-19
tt0073195,Jaws,1975,8.0,531977,1203,124,PG,Adventure; Thriller; ,"['Adventure', 'Thriller']",Adventure,2,1975-06-20
tt0295297,Harry Potter and the Chamber of Secrets,2002,7.4,531256,930,161,PG,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2002-11-15
tt0304141,Harry Potter and the Prisoner of Azkaban,2004,7.9,528503,1592,142,PG,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2004-06-04
tt0330373,Harry Potter and the Goblet of Fire,2005,7.7,526115,1980,157,PG-13,Adventure; Fantasy; ,"['Adventure', 'Fantasy']",Adventure,2,2005-11-18
tt0120363,Toy Story 2,1999,7.9,511239,611,92,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1999-11-24
tt1323594,Despicable Me,2010,7.6,488575,359,95,PG,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2010-07-09
tt0268380,Ice Age,2002,7.5,428802,491,81,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2002-03-15
tt2948356,Zootopia,2016,8.0,417226,710,108,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-03-04
tt0101414,Beauty and the Beast,1991,8.0,408618,433,84,G,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1991-11-22
tt0298148,Shrek 2,2004,7.2,407523,542,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2004-05-19
tt0441773,Kung Fu Panda,2008,7.5,406720,425,92,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2008-06-06
tt2245084,Big Hero 6,2014,7.8,398088,557,102,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2014-11-07
tt0398286,Tangled,2010,7.7,393285,489,100,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2010-11-24
tt1772341,Wreck-It Ralph,2012,7.7,369053,443,101,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-11-02
tt1217209,Brave,2012,7.1,361913,515,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-06-22
tt1690953,Despicable Me 2,2013,7.3,361388,321,98,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2013-07-03
tt0103639,Aladdin,1992,8.0,360969,330,90,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1992-11-25
tt0351283,Madagascar,2005,6.9,355365,420,86,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2005-05-27
tt0317219,Cars,2006,7.1,354991,663,117,G,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2006-06-09
tt2380307,Coco,2017,8.4,345200,1087,105,PG,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,2017-11-22
tt0119698,Princess Mononoke,1997,8.4,326489,702,134,PG-13,Animation; Adventure; Fantasy; ,"['Animation', 'Adventure', 'Fantasy']",Animation,3,1997-12-19
tt4633694,Spider-Man: Into the Spider-Verse,2018,8.4,326477,1810,117,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2018-12-14
tt1490017,The Lego Movie,2014,7.7,317860,554,100,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2014-02-07
tt0347149,Howl's Moving Castle,2004,8.2,313971,435,119,PG,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,2005-06-17
tt1453405,Monsters University,2013,7.3,311892,331,104,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2013-06-21
tt0462538,The Simpsons Movie,2007,7.3,303713,849,87,PG-13,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2007-07-27
tt1646971,How to Train Your Dragon 2,2014,7.8,296544,404,102,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2014-06-13
tt0107688,The Nightmare Before Christmas,1993,8.0,283685,522,76,PG,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1993-10-29
tt0096283,My Neighbor Totoro,1988,8.2,273795,464,86,G,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1990-07-13
tt0413267,Shrek the Third,2007,6.1,272620,360,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2007-05-18
tt0120623,A Bug's Life,1998,7.2,259956,368,95,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1998-11-25
tt3521164,Moana,2016,7.6,256243,521,107,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-11-23
tt0438097,Ice Age: The Meltdown,2006,6.8,249504,267,91,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2006-03-31
tt1302011,Kung Fu Panda 2,2011,7.2,245225,243,90,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2011-05-26
tt0120762,Mulan,1998,7.6,242128,312,88,G,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,1998-06-19
tt3606756,Incredibles 2,2018,7.6,236249,1067,118,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2018-06-15
tt0121164,Corpse Bride,2005,7.3,235900,521,77,PG,Animation; Drama; ,"['Animation', 'Drama']",Animation,2,2005-09-23
tt2277860,Finding Dory,2016,7.3,231496,427,97,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-06-17
tt0097757,The Little Mermaid,1989,7.6,229928,279,83,G,Animation; Fantasy; ,"['Animation', 'Fantasy']",Animation,2,1989-11-17
tt1192628,Rango,2011,7.2,229568,400,107,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2011-03-04
tt0095327,Grave of the Fireflies,1988,8.5,221955,707,89,Not Rated,Animation; Drama; War; ,"['Animation', 'Drama', 'War']",Animation,3,1989-07-26
tt1001526,Megamind,2010,7.2,221204,255,95,PG,Animation; Action; Comedy; ,"['Animation', 'Action', 'Comedy']",Animation,3,2010-11-05
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,6.9,217346,148,94,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-07-01
tt0837562,Hotel Transylvania,2012,7.1,217079,225,91,PG,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2012-09-28
tt0983193,The Adventures of Tintin,2011,7.3,212112,497,107,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2011-12-21
tt2293640,Minions,2015,6.4,206432,352,91,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2015-07-10
tt1436562,Rio,2011,6.9,201298,212,96,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2011-04-15
tt0844471,Cloudy with a Chance of Meatballs,2009,6.9,198668,183,90,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-09-18
tt0119282,Hercules,1997,7.3,198490,218,93,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1997-06-27
tt0479952,Madagascar: Escape 2 Africa,2008,6.6,198485,144,89,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2008-11-07
tt0120855,Tarzan,1999,7.3,196820,296,88,G,Animation; Adventure; ,"['Animation', 'Adventure']",Animation,2,1999-06-18
tt6105098,The Lion King,2019,6.9,195404,2871,118,PG,Animation; Adventure; Drama; ,"['Animation', 'Adventure', 'Drama']",Animation,3,2019-07-19
tt0432283,Fantastic Mr. Fox,2009,7.9,191094,323,87,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2009-11-25
tt0327597,Coraline,2009,7.7,189260,375,100,PG,Animation; Drama; ,"['Animation', 'Drama']",Animation,2,2009-02-06
tt0158983,"South Park: Bigger, Longer & Uncut",1999,7.7,189125,957,81,R,Animation; Comedy; Fantasy; ,"['Animation', 'Comedy', 'Fantasy']",Animation,3,1999-06-30
tt1667889,Ice Age: Continental Drift,2012,6.6,186465,152,88,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-07-13
tt0481499,The Croods,2013,7.2,185579,234,98,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2013-03-22
tt0397892,Bolt,2008,6.8,184675,214,96,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2008-11-21
tt1979376,Toy Story 4,2019,7.8,184363,1271,100,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2019-06-21
tt0892791,Shrek Forever After,2010,6.3,179074,210,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2010-05-21
tt2709768,The Secret Life of Pets,2016,6.5,178058,333,87,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-07-08
tt0096438,Who Framed Roger Rabbit,1988,7.7,177334,286,104,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1988-06-22
tt0120917,The Emperor's New Groove,2000,7.3,173677,326,78,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2000-12-15
tt5311514,Your Name.,2016,8.4,173204,624,106,PG,Animation; Drama; Fantasy; ,"['Animation', 'Drama', 'Fantasy']",Animation,3,2017-04-07
tt0461770,Enchanted,2007,7.0,172996,419,107,PG,Animation; Comedy; ,"['Animation', 'Comedy']",Animation,2,2007-11-21
tt0120630,Chicken Run,2000,7.0,172974,388,84,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2000-06-23
tt1700841,Sausage Party,2016,6.1,170630,544,89,R,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2016-08-12
tt0129167,The Iron Giant,1999,8.0,167070,577,86,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,1999-08-06
tt0338348,The Polar Express,2004,6.6,167034,521,100,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2004-11-10
tt0366548,Happy Feet,2006,6.4,165838,585,108,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2006-11-17
tt0114148,Pocahontas,1995,6.7,164719,262,81,G,Animation; Adventure; Drama; ,"['Animation', 'Adventure', 'Drama']",Animation,3,1995-06-23
tt0307453,Shark Tale,2004,6.0,162954,317,90,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2004-10-01
tt0275847,Lilo & Stitch,2002,7.2,162337,394,85,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2002-06-21
tt0978762,Mary and Max,2009,8.1,159951,232,92,Not Rated,Animation; Comedy; Drama; ,"['Animation', 'Comedy', 'Drama']",Animation,3,2009-04-09
tt0442933,Beowulf,2007,6.2,159254,535,115,PG-13,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2007-11-16
tt1277953,Madagascar 3: Europe's Most Wanted,2012,6.8,157811,187,93,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2012-06-08
tt0094625,Akira,1988,8.0,157623,526,124,R,Animation; Drama; Sci-Fi; ,"['Animation', 'Drama', 'Sci-Fi']",Animation,3,1988-07-16
tt0117705,Space Jam,1996,6.4,157470,184,88,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1996-11-15
tt0327084,Over the Hedge,2006,6.7,155579,292,83,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2006-05-19
tt1216475,Cars 2,2011,6.1,153400,336,106,G,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2011-06-24
tt1446192,Rise of the Guardians,2012,7.3,152650,215,97,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2012-11-21
tt0120587,Antz,1998,6.5,143835,307,83,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,1998-10-02
tt0092067,Castle in the Sky,1986,8.0,143574,231,125,PG,Animation; Adventure; Drama; ,"['Animation', 'Adventure', 'Drama']",Animation,3,1986-08-02
tt0892782,Monsters vs. Aliens,2009,6.4,143391,211,94,PG,Animation; Action; Adventure; ,"['Animation', 'Action', 'Adventure']",Animation,3,2009-03-27
tt0087544,Nausicaä of the Valley of the Wind,1984,8.1,142815,236,117,PG,Animation; Adventure; Fantasy; ,"['Animation', 'Adventure', 'Fantasy']",Animation,3,1987-11-25
tt0448694,Puss in Boots,2011,6.6,140720,154,90,PG,Animation; Adventure; Comedy; ,"['Animation', 'Adventure', 'Comedy']",Animation,3,2011-10-28
tt0108052,Schindler's List,1993,8.9,1173324,1814,195,R,Biography; Drama; History; ,"['Biography', 'Drama', 'History']",Biography,3,1994-02-04
tt0993846,The Wolf of Wall Street,2013,8.2,1128148,1436,180,R,Biography; Crime; Drama; ,"['Biography', 'Crime', 'Drama']",Biography,3,2013-12-25
tt0099685,Goodfellas,1990,8.7,982784,1296,146,R,Biography; Crime; Drama; ,"['Biography', 'Crime', 'Drama']",Biography,3,1990-09-21
tt0112573,Braveheart,1995,8.3,936728,1271,178,R,Biography; Drama; History; ,"['Biography', 'Drama', 'History']",Biography,3,1995-05-24
tt0268978,A Beautiful Mind,2001,8.2,821709,1292,135,PG-13,Biography; Drama; ,"['Biography', 'Drama']",Biography,2,2002-01-04
tt0264464,Catch Me If You Can,2002,8.1,790873,828,141,PG-13,Biography; Crime; Drama; ,"['Biography', 'Crime', 'Drama']",Biography,3,2002-12-25
tt1675434,The Intouchables,2011,8.5,731145,622,112,R,Biography; Comedy; Drama; ,"['Biography', 'Comedy', 'Drama']",Biography,3,2012-07-13
tt0253474,The Pianist,2002,8.5,701576,924,150,R,Biography; Drama; Music; ,"['Biography', 'Drama', 'Music']",Biography,3,2003-03-28
tt2084970,The Imitation Game,2014,8.0,662291,825,114,PG-13,Biography; Drama; Thriller; ,"['Biography', 'Drama', 'Thriller']",Biography,3,2014-12-25
tt1504320,The King's Speech,2010,8.0,624817,754,118,R,Biography; Drama; History; ,"['Biography', 'Drama', 'History']",Biography,3,2010-12-25
tt2024544,12 Years a Slave,2013,8.1,619715,869,134,R,Biography; Drama; History; ,"['Biography', 'Drama', 'History']",Biography,3,2013-11-08
tt1285016,The Social Network,2010,7.7,604248,869,120,PG-13,Biography; Drama; ,"['Biography', 'Drama']",Biography,2,2010-10-01
